GeneSymbol	D4_INT_EPIi_PI_1	D4_INT_EPIi_PI_2	D4_INT_EPIi_LPS_2	D4_INT_EPIi_5OP_1	D4_INT_EPIi_5OP_2	D4_INT_EPIi_C_1	D4_INT_EPIi_C_2	D4_ISO1_EPIi_1	D4_ISO1_EPIi_2	D4_INT_EPIi_LPS_1
MAP4K3	4.37	4.19	4.37	3.91	5.04	4.42	5.76	5.21	5.95	8.43
ZBTB32	0.01	0	0	0.02	0	0.05	0	0	0	0
TYROBP	0	0	0	0	0	0	0	0	0	0
TMEM159	7.9	6.12	7.23	5.93	7.21	6.36	8.55	7.94	7.67	6.7
GABRA3	0.02	0	0.01	0	0.01	0	0	0	0.01	0.03
BRCA1	0.23	0.08	0.16	0.07	0.04	0.1	0.23	0.25	0.08	0.08
ERCC1	2.16	2.23	2.09	1.71	2.01	1.88	1.47	2.82	1.72	1.66
CD22	0.1	0.11	0.02	0.08	0.04	0.06	0.17	0.01	0.12	0.07
SEMA3B	4.47	5.19	5.62	5.83	4.86	4.52	5.06	3.42	2.83	7.54
MBTPS2	0.22	0.29	0.22	0.18	0.18	0.18	0.3	0.67	0.55	0.47
PRICKLE3	0.73	0.88	1.05	0.61	0.95	0.98	1.34	0.92	0.42	0.72
LTF	0	0	0	0	0	0	0	0.01	0	0
EXTL3	1.11	1.27	1.07	0.95	1.03	1.18	1.19	1.29	1.29	1.11
NR1H4	7.78	9.12	7.69	6.58	7.71	11.7	11.35	19.56	14.4	11.38
ELOVL5	32.15	29.4	29.12	30.8	28.04	30.74	33.54	52.63	46.87	44.92
ALOX5	3.45	4	3.04	3.18	3.78	4.32	3.8	3.84	2.95	4.22
KDM5D	1.94	1.53	1.6	1.3	1.17	2.19	1.59	3.82	2.05	1.95
CALCOCO1	7.68	7.15	6.53	8.31	7.44	5.84	9.76	17.05	12.36	8.94
UBR7	0.88	1.71	1.34	0.98	0.83	1.35	1.3	2.84	1.34	2.34
MAP4K5	3.55	3.24	3.68	3	2.79	3.1	3.73	6.57	5.22	5.24
EHD3	0.03	0.03	0.13	0.06	0.03	0.04	0.05	0.16	0.14	0.05
PSMC4	10.3	12.18	11.6	10.23	11.63	13.54	13.7	15.62	11.88	14.49
MAN2B2	8.17	8.12	8.3	8.69	8.95	9.06	9.84	6.75	7.05	10.79
SLC7A14	0	0	0	0	0	0	0	0	0	0
CLDN11	0	0	0.05	0	0	0	0.02	0	0.01	0
SLC25A39	7.07	5.95	7.43	6.07	8.25	7.24	7.32	6.16	3.99	7.99
MVP	49.04	51.46	52.06	46.42	47.44	59.49	57.71	54.83	47.13	59.55
NUB1	12.28	11.72	11.69	11.1	10.98	14.4	15.13	81.75	60.55	17.08
PGM3	5.25	4.54	4.8	5.78	4.62	5.45	5.89	7.75	7.65	6.26
RWDD2A	0.12	0.14	0.08	0.09	0.1	0.16	0.18	0.41	0.23	0.17
CLK1	8.37	4.93	5.58	5.21	6.81	6.75	8.76	6.52	4.97	12.58
POLR3B	0.18	0.3	0.18	0.18	0.16	0.13	0.28	0.28	0.56	0.39
ANGEL1	0.02	0.1	0.06	0.05	0.12	0.05	0.08	0.06	0.23	0.11
RNF14	12.66	12.91	11.68	12.03	12.5	12.35	15.56	20.57	16.49	15.64
DNASE1L1	2.14	1.83	2.18	1.96	1.56	2.24	2.58	2.29	1.51	2.21
DDX11	0.41	0.25	0.44	0.43	0.35	0.39	0.41	0.31	0.2	0.43
HEBP1	11.45	12.86	13.13	12.86	11.18	12.63	12.57	15.58	13.54	14.36
GPRC5A	188.4	172.37	191.51	197.7	189.62	166.84	218.68	190	163.51	228.25
MAMLD1	0.07	0.15	0.09	0.03	0.1	0.09	0.1	0.04	0.2	0.13
CD6	0	0.01	0	0	0	0	0	0	0	0
TACC3	0.59	0.66	0.45	0.2	0.38	0.35	0.66	0.85	0.25	0.52
UFL1	3.36	3.31	3.37	3.12	3.23	3.96	4.83	5.28	4.21	4.97
POLA2	0.17	0.29	0.17	0.22	0.16	0.25	0.19	0.28	0.32	0.32
ZC3H3	1.59	1.59	1.59	1.47	1.76	1.79	1.41	1.2	1.58	2.2
CAPN1	34.64	41.58	42.73	38.23	39.18	50.51	43.41	46.93	38.13	42.06
ACPP	0.1	0.14	0.17	0.15	0.27	0.45	0.18	0.57	0.45	0.18
MDH1	8.41	10.06	9.21	8.29	10.34	12.55	11.99	13.86	10.4	14.14
SLC30A9	10.66	11.95	9.55	10.2	11.77	12.36	12.45	16.54	10.29	19.06
MTMR11	9.2	8.24	9.83	8.32	7.93	11.98	11.2	18.38	13.39	9.2
COX15	3.94	3.59	2.9	3.35	2.91	3.93	3.52	4.75	3.46	4.96
CCDC88C	6.66	7.25	7.3	5.88	8.85	7.07	9.13	8.79	5.42	7.02
YAF2	1.65	1.62	1.68	0.65	0.92	1	1.03	2.24	1.21	1.07
ZMYND11	6.33	5.99	5.75	7.12	6.23	6.51	7.61	7.34	5.45	6.47
WAS	0.03	0.18	0	0.01	0	0.04	0.01	0	0.02	0.01
DPEP1	0.24	0.68	0.63	0.44	0.86	0.89	0.4	0.16	0.44	0.4
BID	5.34	4.84	4.11	4.78	4.73	4.5	5.46	3.7	3.55	6.34
MATR3_ENSG00000015479	15.17	16.99	17.06	16.24	15.56	15.39	20.32	29.17	25.65	22.46
NPC1L1	0.29	0.2	0.2	0.2	0.39	0.25	0.24	0.23	0.12	0.04
XYLT2	0.58	0.76	0.58	0.55	0.54	0.61	0.66	0.62	0.45	0.7
RGPD5	5.84	6.34	5.03	6.81	5.45	5.72	4.07	8.25	6.08	6.74
STMN4	0	0	0	0	0	0	0	0	0	0
NUDCD3	5.04	5.26	4.81	3.41	3.89	5.74	6.29	13.3	8.29	7.94
ISL1	0	0.01	0.02	0	0	0	0	0	0	0
CHDH	2.26	1.97	2.73	2.08	2.1	2.13	1.96	3.6	2.52	2.94
IL20RA	0.57	0.68	0.79	0.6	0.88	0.8	0.91	0.23	0.25	1.4
CLCA1	0.01	0	0	0	0	0	0	0	0.01	0
CLCA4	39.66	28.74	36.3	49.62	42.88	33.84	54.86	99.92	131.29	46.06
GLT8D1	1.75	2.33	1.78	1.43	1.6	1.53	2.39	1.68	1.84	2.36
ATP2C1	18.1	19.62	17.63	16.16	16.26	18.85	21.91	23.45	19.52	26.39
IGF1	0	0	0	0	0	0	0	0	0	0
SLC38A5	0.06	0.09	0.07	0.02	0.02	0.02	0.21	0.12	0.21	0
RALBP1	31.06	28.96	29.75	25.11	26.16	30.04	33.62	38.88	26.19	34.82
RUFY3	1.19	1.62	1.25	0.84	1.06	1.78	1.84	3.32	2.09	1.54
CNTN1	0	0	0	0	0	0	0.02	0	0	0.02
SLC11A1	0.04	0.01	0.03	0.02	0	0.16	0.03	0.07	0.01	0.03
WWTR1	4.01	4.55	3.7	4.89	4.22	3.84	4.86	10.73	6.18	6.39
AGPS	3.5	5.07	3.51	3.84	3.77	5.13	6.31	3.13	2.76	8.03
ZNF285CP_ENSG00000018607	0	0	0	0	0	0	0	0	0	0
CXorf56	1.44	1.12	0.87	1.39	0.93	1.64	1.87	2.21	1.95	1.86
ATP1A2	0.01	0	0.01	0.05	0.02	0.03	0.01	0	0.02	0.02
TTC27	0.05	0.1	0.2	0.13	0.04	0.13	0.14	0.13	0.17	0.18
ZNF582	0	0.07	0.01	0	0.01	0.07	0	0	0.03	0.04
VSIG2	29.76	30.18	27.28	31.58	31.09	28.21	32.29	23.17	27.54	34.69
PHLDB1	2.66	1.64	2.37	2.63	3.05	1.2	2.55	1.08	0.76	1.87
MARCO	0	0	0	0	0	0	0	0	0	0
CYP24A1	0	0	0	0	0	0	0	0	0	0
PRDM11	0.1	0.13	0.05	0.01	0.04	0.07	0.12	0.05	0.03	0.11
SYT13	1.29	1.93	1.69	1.48	1.13	1.85	1.99	2	1.21	2.97
SNAI2	0.17	0.41	0.42	0.15	0.14	0.14	0.34	0.48	0.67	0.31
CD74	28.18	30.9	28.39	25.92	28	28.12	29.21	374.83	243.6	26.15
HGF	0	0	0	0	0	0	0	0	0	0
ZRANB1	1.92	1.92	1.84	1.7	2.24	1.75	2.44	2.81	2.16	2.34
NCDN	0.52	0.65	0.6	0.45	0.75	0.54	0.62	0.59	0.43	0.45
ADGRA2	0	0	0	0	0	0	0.01	0	0	0
CCT8L1P_ENSG00000020219	0.01	0.02	0	0	0	0	0.01	0	0	0
ZFP64	1.06	1.02	1.21	1.12	1.34	1.15	1.36	1.64	0.83	1.19
MNAT1	0.42	0.46	0.71	0.9	0.89	1.02	1.01	1.9	1.61	1.42
SAMD4A	1.63	1.74	1.92	2.06	1.87	2.02	2.15	3.67	3.32	2.5
RUNX3	0.1	0.13	0.12	0.05	0.17	0.06	0.06	0.18	0.26	0.07
MRE11	0.48	0.47	0.43	0.78	0.22	0.65	0.6	0.86	0.96	0.9
PLEKHB1	0.4	0.23	0.3	0.21	0.11	0.2	0.11	1.02	0.47	0.41
SERPINB1	41.25	40.55	43.27	37.52	39.3	48.52	53.31	78.66	57.94	67.6
CYP3A43	0	0	0	0	0.01	0	0	0	0	0
SLC7A9	1.67	1.81	2.23	2.13	2.46	2.93	3.79	2.14	3.62	2.28
SPAST	2.27	2.52	2.02	2.33	2.21	3.07	3.2	3.48	2.75	4.15
NRXN3	0	0.01	0.01	0.01	0	0	0.02	0.01	0.01	0.07
OSBPL5	1.69	1.38	1.44	0.86	1.37	1.87	1.59	1.05	0.51	1.63
AQR	1.21	1.26	0.91	0.93	0.89	1.09	1.36	1.7	1.44	2.05
CPS1	0	0	0.03	0	0	0	0	0	0	0
C8B	0	0	0	0	0	0	0	0	0	0
FHL1	0.03	0	0.22	0.04	0.02	0.01	0.01	0	0.13	0
RTF2	13.41	13.26	12.05	11.92	11.65	15.23	14.65	21.03	18.16	16.68
GABRA1	0	0	0.02	0	0	0	0	0	0	0
NLRP2	0	0	0	0	0.01	0.07	0.07	0.05	0.01	0
SLC45A4	5.4	4.97	6.74	4.41	6.54	6.21	6.89	3.81	2.3	6.97
RNF10	69.64	83.24	79.15	74.46	84.66	81.52	97.06	84.27	73.96	64.14
ZNF839	0.6	0.44	0.4	0.76	0.65	0.42	0.78	1.23	0.62	0.91
ZDHHC6	2.65	2.68	2.95	3.39	2.06	2.8	3.82	5.33	4.2	5.43
GRAMD1B	0.92	0.96	1.18	1.08	1.16	1.11	1.07	4.79	2.48	1.32
RNH1	7.34	7.76	7.26	7.74	8.01	7.45	6.15	2.52	2.62	9.24
NDUFS1	15.03	12.79	14.82	13.3	14.64	15.58	14.65	20.64	15.65	18.84
RB1CC1	11.36	9.13	8.86	9.34	8.93	7.79	10.75	12.98	11.23	15.49
ERP44	8.77	9.5	9.95	9.67	9.07	9.7	11.35	12.31	13.2	13.05
ALAS1	51.51	50	53.7	51.44	51.86	58.82	64.24	58.45	49.34	54.82
BIRC3	72.22	53.83	62.01	86.17	59.2	49.71	87.5	272.84	246.41	62.85
AKAP11	1.44	1.49	1.31	1.23	1.45	1.6	1.9	3.17	2.37	1.84
GLRX2	0.51	1.09	1.23	0.99	0.87	0.77	1.14	1.19	0.9	1.58
SNAPC1	0.2	0.26	0.28	0.21	0.32	0.25	0.51	0.41	0.26	0.39
DERA	19.66	17.46	13.98	15.94	17.74	16.63	22.33	22.57	20.1	22.91
STRAP	6.63	6.98	6.86	6.95	6.59	7.34	8.3	7.04	7.52	10.91
ABCC2	2.92	2.89	3.72	2.27	3.94	3.9	3.24	0.51	0.26	3.14
DEF6	0.08	0.22	0.11	0.13	0.1	0.14	0.22	0.12	0.12	0.3
PLEKHO1	0.01	0.03	0.21	0.21	0.08	0.08	0.28	0.13	0.02	0.18
GCLM	4.12	4.41	4.19	3.91	4.8	3.27	3.2	1.82	0.87	4.22
UBR2	5.58	5.31	5.31	5.42	5.52	6.06	7.01	15.26	11.06	6.55
EHD2	1.29	1.61	1.35	1.36	1.37	1.6	1.59	0.91	1.08	1.91
DEPDC1	0.14	0.03	0.1	0.05	0.04	0.09	0.05	0.3	0.15	0.04
CCDC28A	2.82	2.16	1.79	2.83	2.07	2.44	3.14	3	3.36	2.79
RRAGD	0.16	0.25	0.2	0.11	0.2	0.11	0.2	0.33	0.35	0.2
HSF2	0.65	0.54	0.58	0.22	0.28	0.12	0.26	0.27	0.31	0.77
PHF20	2.27	1.15	1.23	1.84	1.47	1.73	1.51	3.14	1.8	1.36
HSD17B6	0	0	0.02	0	0	0	0	0	0.02	0
NR1H3	3.49	4.4	5.13	3.47	4.55	4.92	5.4	3.44	4.18	4.3
TYMP	2.66	2.77	2.74	2.62	2.33	2.38	2.22	4.62	5.32	3.13
NCAPH2	0.67	0.9	0.77	0.5	0.54	0.78	0.67	1.52	0.78	0.82
TOMM34	0.81	1.01	0.96	0.76	0.85	0.75	1.02	1.38	1.08	1.12
SEC63	5.24	4.3	4.09	4.96	3.98	5.86	5.02	6.05	5.18	7.86
KPNA6	2.11	2.43	2.34	1.97	2.24	2.55	2.87	3.14	2.71	3.09
VIM	0.34	0.31	0.5	0.53	0.39	0.41	0.57	0.55	0.64	1.14
RTEL1-TNFRSF6B_ENSG00000026036	0.2	0.07	0.21	0.16	0.2	0.05	0.05	0.05	0.16	0.13
FAS	1.33	1.86	1.2	1.72	1.43	1.35	1.81	13.85	13.08	1.56
RNASET2	28.25	25.73	23.52	24.54	23.02	27.49	27.19	32.16	34.08	34.76
CD44	3.52	3.46	4.21	3.32	3.09	5.34	5.78	6.87	4.37	4.64
KCNG1	1.33	0.94	1.27	1.56	1.59	0.95	0.96	0.52	0.51	1.28
AGPAT4	0.03	0.05	0.03	0.04	0.07	0.04	0.11	0.23	0.11	0.04
SLAMF7	0.01	0.03	0.07	0	0.02	0.03	0.01	0.02	0	0
BTN3A1	1.49	1.52	1.26	1.51	1.19	1.37	2.01	13.8	11.91	1.57
MIPEP	0.9	1.4	0.81	0.68	0.84	1.01	0.7	2.79	2.04	1.31
PRKCH	0.12	0.3	0.29	0.4	0.22	0.09	0.26	0.4	0.35	0.79
INSRR	0	0	0	0	0	0	0	0	0	0
IFNGR1	28.05	27.7	26.12	27.63	29.87	30.7	36.41	47.6	52.16	31.23
B4GALT7	0.52	2.4	0.45	0.82	0.67	0.81	0.75	0.43	0.47	0.49
SH2D2A	0	0.03	0.09	0.02	0	0.03	0.13	0	0	0.05
VRK2	1.16	1.07	1.03	1.12	1.48	2.06	1.83	2.99	2.84	2.14
TNFRSF1B	4.32	3.44	4.04	5.05	4.27	3.93	3.65	6.61	5.63	5.2
VEZT	11.68	12.82	14.96	13.61	12.54	13.69	15.62	23.83	21.49	20.19
POU2F2	0.03	0.02	0.02	0.01	0.07	0.01	0.06	0.52	0.09	0.04
BRD9	1.25	1.5	1.5	1.52	1.28	1.25	1.78	2.1	1.43	1.69
SNX1	6.77	6.64	7.77	7.3	7.61	9.48	8.86	9.94	7.64	9.18
TBPL1	1.3	1.42	2.23	1.1	1.07	1.03	1.7	3.37	2.07	1.86
ARNTL2	1.09	1.37	1.53	1.21	1.21	1.69	1.77	3.02	3.09	2.42
BCLAF1	21.04	16.69	19.08	17.96	15.87	21.2	24.76	25.62	27.64	20.8
SLC39A9	8.78	8.9	10.52	9.58	8.89	9.8	11.36	14.59	12.11	13
ANK1	0.13	0.26	0.22	0.14	0.44	0.15	0.31	0.32	0.21	0.1
IBSP	0	0	0	0	0	0	0	0	0	0
TFB1M	0.33	0.23	0.4	0.25	0.16	0.5	0.21	0.19	0.55	0.39
RABEP1	8.51	8.04	7.58	7.52	10.66	7.85	10.08	9.25	7.59	8.85
HMGB3	4.26	5.86	5.13	4.48	5.17	6.97	9.01	10.13	7.4	7.85
NUP160	1.07	1.14	0.94	0.97	0.75	0.72	0.89	1.78	1.7	1.4
BAK1	6.94	7.31	7.41	7.61	6.75	7.74	9.03	10.38	9.9	7.8
MUSK	0.01	0	0	0	0	0	0.02	0	0	0.07
IKZF2	1.22	0.61	1.11	0.89	0.62	0.43	0.83	1.55	1.86	0.74
GRN	94.91	99.35	93.5	104.14	95.9	92.81	105.07	103.72	84.49	99.72
FAM13B	1.87	1.92	1.48	1.78	2.23	1.49	1.84	2.72	2.26	2.14
ARHGAP31	0.02	0.06	0.06	0.06	0.07	0.09	0.08	0.08	0.09	0.12
CENPQ	0.25	0.29	0.23	0.23	0.2	0.29	0.34	0.4	0.39	0.28
SARS	9.25	9.45	9.87	8.63	8.81	9.81	11.33	16.03	11.96	12.09
RANBP3	11.47	11.31	12.88	11.48	12.18	9.91	15.01	10.13	11.89	15.72
ARID4A	3.67	3.59	3.98	3.64	3.77	4.25	4.67	8.22	5.75	4.91
EIPR1	2.02	1.15	1.68	1.87	1.3	1.67	1.13	2.22	1.7	1.81
PNPLA6	10.28	11.93	12.45	8.65	11.67	11.79	8.91	5.62	5.34	11.15
IFT88	0.99	1.61	1.2	1.14	0.8	1.43	1.65	1.75	1.18	1.77
ALG1	0.43	0.33	0.23	0.26	0.26	0.61	0.29	0.37	0.25	0.36
ZCCHC8	1.76	1.53	1.76	1.7	1.75	1.56	2.14	2.81	2.71	2.14
ABCF2	0.26	0.19	0.37	0.33	0.41	0.25	0.39	0.76	0.41	0.39
CHPF2	3.63	3.65	3.38	3.55	2.79	3.75	3.98	2.62	2.73	4.09
LRRC7	0	0.01	0.01	0	0	0	0.01	0.01	0	0
FUT8	6.97	6.91	7.83	5.6	7.37	7.38	8.33	5.51	3.5	9.18
UBA6	9.15	10.16	11.35	10.9	9.22	9.4	13.65	22.99	19.23	9.69
GAB2	1.72	1.17	1.07	0.88	1.28	1.33	1.6	1.37	1.15	1.41
ATP6V0A1	17.03	17.34	18.59	17.74	19.15	20.32	20.72	18.62	16.5	24.25
PIAS1	18.15	15.62	16.5	16.28	12.62	17.64	20.21	41.2	28.36	24.59
SLC4A7	0.93	1.17	1.2	0.84	0.51	0.99	1.37	2.71	1.85	1.94
APBA2	0	0	0	0	0.01	0	0	0	0.04	0.01
MAP2K3	16.74	15.86	15.63	15.25	17.29	18.04	17.92	25.68	19.53	18.5
EFCAB1	0	0	0	0.01	0	0.01	0	0	0.18	0.03
TMSB10	554.61	607.01	597.8	478.98	499.05	673.55	784.58	1047.22	787.9	699.16
ASTE1	0.8	1.17	1.07	0.95	0.9	1	1.17	1.63	0.98	1.37
RNF19A	26.83	24.74	24.5	28.51	20.96	29.14	32.04	71.76	56.3	30.31
PEX3	0.37	0.28	0.18	0.2	0.32	0.39	0.34	1.3	0.82	0.48
GABARAPL2	24.34	28.44	23.74	29.98	27.22	24.93	29.93	40.78	35.62	43.19
MYOC	0	0	0	0	0	0	0	0	0	0
SH3YL1	3.77	3.32	2.78	3.75	3.23	3.07	4.42	4.04	3.82	5.52
FAM136A	1.88	1.92	1.48	1.26	1.8	1.87	2.4	2.55	1.72	2.41
VCL	23.49	22.7	23.83	22.33	22.66	26.26	31.13	38.07	26.81	29.98
DEPDC1B	0.39	0.23	0.34	0.14	0.33	0.21	0.31	0.88	0.36	0.2
DAPK2	9	5.49	7.97	8.54	7.08	7.31	8.91	3.94	6.46	11.4
NSMAF	0.61	0.58	0.79	0.71	0.62	0.83	1.01	0.95	0.92	0.89
ADSS	7.46	8.16	7.17	7.04	7.24	9.27	10.08	13.12	9.95	14.34
STAP1	0.04	0	0	0	0	0	0	0	0.02	0
TIMP2	73.1	67.89	67.55	70.38	65.69	68.28	85.61	106.56	96.33	98.97
RFC1	3.39	4.58	3.3	2.31	3.21	4.75	4.35	10.94	8.35	3.44
TBC1D23	5.58	5.64	5.52	5.08	4.69	5.75	7.3	9.69	7.63	8.67
CUL3	13.24	13.44	13.67	13.88	12.82	14.2	17.31	21.88	18.9	20.15
MYOM2	0.08	0	0.03	0.05	0.02	0.04	0.13	0.03	0.22	0.17
OTC	0.01	0.03	0.02	0.08	0.01	0	0	0	0.03	0.02
CYP46A1	0	0	0	0.01	0	0	0	0	0	0
AC118549.1	1.11	1.12	0.82	0.74	0.86	0.99	1.45	2.34	1.4	2.1
SLC18A1	0	0	0	0	0	0	0	0	0	0
USP2	7.3	9.08	7.6	5.83	9.54	10.16	7.68	13.5	6.4	9.53
CASR	0	0	0	0	0.02	0	0	0	0	0
TUBG2	0.43	0.43	0.5	0.38	0.27	0.46	0.44	0.43	0.17	0.44
RPL26L1	3.25	3.88	5.47	4.14	4.04	4.83	6.01	8.05	4.79	5.01
FLT4	0	0	0	0	0	0	0	0	0	0
NSUN2	1.33	1.71	1.71	1.37	1.51	1.89	2.04	2.73	1.88	2.49
FBXO42	0.89	0.98	0.5	0.85	0.75	0.93	1.25	1.14	0.73	0.72
MFAP3	2.11	2.69	2.06	2.47	2.26	2.79	3.28	4.24	3.5	3.23
MRI1	0.48	0.46	0.33	0.27	0.35	0.39	0.45	0.4	0.35	0.68
METTL1	0.19	0.14	0.06	0.11	0.03	0.2	0.07	0.24	0.05	0
HOXC8	0	0	0	0	0	0	0	0	0	0
AGA	3.75	4.18	4.35	4.64	3.19	5.38	5.17	6.44	5.52	6.52
PI4K2B	7.95	6.62	7.71	7.08	6.12	9.39	8.54	13.05	12.58	12.6
BOD1L1	4.31	4.29	4.26	4.29	3.93	4.65	5.69	7.14	5.11	4.82
MAT2B	11.08	10.64	10.11	8.78	9.06	11.2	14.93	21.72	19.21	12.27
TLL1	0	0	0	0	0	0	0	0	0	0
EDC4	4.39	4.56	5.51	5.93	5.16	5.3	6.08	6.66	5.65	5.9
TRIO	29.79	26.84	26.47	26.7	26.87	29.71	31.41	37.29	39.35	23.97
VCAN	0	0	0.02	0	0	0	0	0	0	0
CLEC16A	2.6	3.48	2.82	3.14	3.39	3.24	3.73	4.62	3.2	3.6
MSR1	0	0	0	0	0	0	0	0	0	0
CDH1	207.03	208.09	209.5	211.29	198.91	210.54	236.06	307.86	256.87	270.24
MTREX	1.61	1.63	1.99	1.65	1.59	1.75	2.83	4.11	3.66	3.28
DNAH5	0.38	0.13	0.2	0.37	0.26	0.19	0.38	1.72	1.95	0.62
ZFYVE16	2.43	2.1	2.47	3.01	3.66	4.21	3.82	7.61	5.27	3.82
RIPOR1	4.69	5.39	6.48	6.45	7.55	5.62	6.71	6.93	5.3	7.8
C6	0.03	0.18	0.05	0	0.05	0	0.02	0.17	0.12	0.01
RAI14	16.78	12.53	16.94	19.38	16.78	14.91	23.6	25.15	22.12	18.63
SOX30	0.01	0.02	0.05	0.01	0.05	0	0.04	0	0	0.08
PNKP	2.57	2.15	2.67	2.22	2.22	3.02	2.6	2.61	1.76	3.75
BEST2	0	0	0	0.05	0.02	0	0	0.01	0.04	0.01
PHLPP2	9.23	8.02	9.44	8.04	9.1	8.22	9.19	13.74	14.54	9.65
SPDL1	0.17	0.12	0.45	0.36	0.18	0.12	0.39	0.15	0.16	0.89
STAU2	7.47	5.75	7.24	5.55	8.01	7.09	8.75	11.99	11.13	10.58
SLC66A1	3.68	3.16	2.69	3.2	3.04	3.29	2.63	2.13	1.54	3.58
CTNS	0.94	1.12	0.55	1.4	1.24	1.18	1.1	1.5	1.21	2.23
RTN4R	1.16	2.8	1.82	2.48	2.37	1.49	0.75	0.17	0.2	3.36
PHF23	13.11	12.02	12	12.19	14.25	13.78	15.07	16.26	13.9	11.66
CDH10	0	0	0	0	0	0	0	0	0	0
INPP4A	1.29	1.23	1.64	1.62	1.17	1.64	1.99	2.43	1.92	1.76
RAB27B	1.44	1.6	1.44	1.29	2.7	2.19	2.03	7.33	4.44	2.93
PSMA4	15.52	20.06	17.99	19.32	17.89	22.46	25.89	62.22	49.54	26.81
MYO16	0.05	0.02	0.02	0.04	0.02	0.07	0.04	0.03	0.03	0.06
LSG1	0.97	1.21	0.8	0.86	1.06	1.33	1.24	1.93	0.88	1.11
PARP3	5.28	6.39	5.78	5.64	5.17	6.02	7.04	15.15	11.8	7.55
TNC	0.03	0.06	0.27	0.12	0.15	0.23	0.32	0.25	0.31	0.17
THAP3	0.71	0.85	0.69	0.65	0.79	0.67	0.85	0.45	0.4	0.56
RIPOR3	0.08	0.04	0.09	0	0.01	0.07	0.03	0.06	0.09	0
TDP1	0.73	0.69	0.49	0.46	0.44	0.62	0.54	0.6	0.3	0.96
AIFM2	6.21	7.17	7	6.4	6.37	6.98	6.48	5.41	2.91	7.58
C2orf83	0	0	0	0	0	0	0	0	0	0
SPATA7	0.21	0.3	0.18	0.07	0.22	0.23	0.28	0.38	0.19	0.34
MED17	0.47	1.21	0.25	0.51	0.53	0.56	0.91	0.44	0.4	0.73
RETSAT	19.22	21.2	22.75	22.53	23.45	21.98	24.97	22.57	17.93	27.05
CAPG	50.7	54.51	47.74	46.13	46.37	54.48	57.2	70.77	54.16	63.89
AP2S1	7.58	7.02	5.76	5.88	6.15	7.58	8.19	7.88	5.55	7.82
USH2A	0	0	0	0	0	0	0	0	0	0
ZPBP	0	0	0	0	0	0	0	0	0	0
TG	0	0.01	0	0.01	0.02	0.06	0	0	0	0
ADAM28	0.6	0.49	0.5	0.5	0.36	0.39	0.64	2.5	0.45	0.36
BARX2	5.09	4.5	4.37	5.02	4.17	4.79	5.77	5.88	5.31	5.93
DCUN1D1	8.7	6.88	6.84	9.17	8.5	10.6	11.76	16.47	10.7	7.96
JADE2	3.83	2.85	3.35	4.1	4.66	4.31	3.95	6.61	6.94	4.74
ZIC2	0	0	0	0	0	0	0	0	0	0
LCP2	0.03	0.03	0	0	0	0.07	0	0	0	0
TRIT1	0.3	0.47	0.3	0.28	0.44	0.26	0.38	0.47	0.57	0.59
ADRB1	0.39	0.48	0.36	0.42	0.33	0.5	0.44	1.11	0.99	1.08
GUCA2B	2.21	1.52	0.83	2.71	3.15	1.22	2.12	0.5	1.9	2.28
CUL7	2.14	2.52	2.36	2.4	2.53	2.93	3.6	3.52	3.29	3.21
CTNNA1	205.57	199.52	198.11	195.49	206.53	214.99	240.32	330.14	242.66	255.35
PHKA2	11.54	9.62	12.78	10.41	7.93	10	11.57	8.41	5.14	12.25
CNTLN	0	0.02	0	0	0.02	0.01	0.01	0	0.02	0.02
EPHA3	0	0	0	0	0	0	0	0	0	0
HSPA5	38.55	46.97	44.63	49.77	44.88	40.08	43.2	59.54	49.59	60.09
DSG2	213.64	197.38	198.05	193.46	198.31	209	261.05	348.09	290.66	264.31
GEMIN8	0.29	0.27	0.27	0.34	0.16	0.32	0.51	0.94	0.84	0.38
OFD1	3.65	3.5	3.25	3.23	3.66	3.62	4.56	7.06	5.84	4.78
GPM6B	0.08	0.03	0.07	0.03	0.01	0.06	0.04	0.13	0.06	0.03
MAGEC2	0	0	0	0	0	0	0	0	0	0
PREX2	0	0	0	0	0	0	0	0	0	0
WDR37	3.22	2.66	3.35	2.86	3	2.45	3.21	3.34	2.63	4.85
YTHDC2	1.08	1.66	1.15	0.88	1.87	1.23	1.31	1.72	1.46	1.91
CTPS2	1.2	1.32	1.21	1.28	1.43	1.4	1.7	2.66	1.99	2.09
ATP6V1H	6.51	6.02	4.84	4.04	6.55	8.47	4.66	17.63	12.1	7.47
POLR2B	8.55	10.42	8.73	8.62	9.75	10.6	12.47	23.08	13.15	11.49
FAM214A	3.08	2.6	2.43	2.78	2.73	3.08	2.82	6.17	4.54	3.98
ARAP2	1.86	1.66	1.48	1.5	1.45	1.72	2.2	10.04	6.11	3.07
TPR	6.12	6.19	5.63	7.24	5.64	7.07	7.37	10.17	7.54	9.2
CP	0.5	0.37	0.28	0.1	0.32	0.39	0.46	2.32	2.8	0.96
KIAA0556	4.46	3.36	5.66	3.97	3.71	3.54	4.54	6.88	3.9	4.92
DTNBP1	2.01	2.02	2.16	2	1.91	1.98	2.36	4.17	3.28	3.17
XK	3.33	2.97	3	3.26	3.64	3.02	3.75	3.03	2.36	4.43
ANO2	0.05	0.04	0.13	0.05	0.02	0.03	0.03	0.11	0.21	0
