GeneSymbol	D3_ISO6_LTL_1	D3_ISO6_LTL_2	D3_ISO1_LTL_1	D3_ISO1_LTL_2	D3_INT_LTL_PI_1	D3_INT_LTL_PI_2	D3_INT_LTL_LPS_1	D3_INT_LTL_LPS_2	D3_INT_LTL_5OP_1	D3_INT_LTL_5OP_2	D3_INT_LTL_C_1	D3_INT_LTL_C_2
AKAP8L	23.7	10.39	14.58	32.59	10.05	0.49	10.41	5.2	19.43	0	2.79	5.22
MBTD1	2.88	3.18	1.32	2.67	6.67	0	6.92	3.85	3.62	0.45	4.75	0
UTP18	2.53	2.81	5.8	11.94	0	2.02	4.94	0	6.11	0	10.37	4.34
RNF216	11.8	28.05	7.66	13.58	0.25	4.35	9.32	0	21.7	0	3.52	4.03
TTC19	21.67	14.07	9.73	0.58	0.91	0	6.21	0	5.83	0	11.73	0
PTBP1	18.67	13.02	44.51	33.03	49.27	5.71	22.2	33.4	86.3	26.92	32.62	77.1
DPF1	12.98	1.79	3.74	0.44	16.24	0	0.62	0	2.28	0	0	0
SYT7	5.05	3.61	1.66	5.96	0.47	0	4.44	0	0.84	2.83	0	0
LARS2	7.86	5.68	1.27	12.43	4.35	0	19.39	6.91	11.12	3.65	1.38	8.38
PIK3C2A	6.58	7.35	23.11	1.32	0	0	1.92	3.97	1.34	6.92	10.62	14.18
PLAUR	104.99	44.86	33.99	0.62	27.89	0	62.19	0	85.26	29.3	37.9	19.86
ANLN	16.18	1.98	34.48	8.53	0	0	3.5	0	11.4	5.77	0.31	29.85
WIZ	5.78	5.16	3.57	2.12	12.08	3.05	11.15	35.89	13.17	0	9.04	1.99
RABGAP1	11.89	5.1	8.99	0.85	0	0	20.47	0.14	11.44	5.79	1.69	18.13
DCN	25.75	39.3	8.12	3.84	0.65	0	48.02	0.86	8.79	1.22	2.73	12.92
QPCTL	9.35	1.67	1.1	10.33	0	0	5.59	0	40.68	0	0	3.65
PPP5C	22.1	16.45	26.47	12.75	0	0.03	33.02	6.32	105.8	9.84	0	9.86
CEP68	14.52	16.85	6.34	1.3	38.81	0.04	13.55	26.82	27.39	4.98	4.58	13.53
MAP4K3	3.59	0	9.16	1.28	0	0	0	0	11.35	0.4	0	0
ZBTB32	13.26	22.14	1.06	7.92	0	0	0	0	2.64	0.81	10.21	35.33
TYROBP	27.34	24.92	228.7	78.34	16.38	0	0	0	92.04	0	2.05	15.12
TMEM159	2.63	1.1	0.28	0	0	0	0	0	4.92	0	0	0
GABRA3	5.99	2.28	0.75	1.44	0	0	6.97	0	3.99	3.38	22.4	0
BRCA1	23.08	38.53	14.96	29.79	14.9	1.95	28.56	0	37.4	7.3	21.69	6.91
ERCC1	23.2	6.74	9.02	13.33	0	23.92	22.16	0	6.73	6.45	0	2.79
CD22	14.88	85.95	13.94	9.31	0	0	47.12	8.51	19.52	0.08	0	8.52
SEMA3B	13.12	2.2	1.94	1.07	0	0	11.92	5.05	0	0	0	0
MBTPS2	12.81	5.26	1.55	0.8	0	6.23	8.04	0	13.53	3.23	1.2	0
PRICKLE3	25.31	14.84	3.54	22.78	0	0	26.59	139.96	0	0	18.22	0
LTF	11.94	3.15	0.42	0	0	0	18.63	8.09	0.79	0	1.14	0
EXTL3	25.36	19.39	0.8	1.88	0	5.09	9.18	49.15	14.73	7.45	22.95	33.19
NR1H4	9.36	2.41	23.3	0.53	0	7.47	5.82	0	2.37	0	0	0
ELOVL5	23.02	4.37	14.7	3.08	14.37	0	14.57	2.91	6.99	1.67	8.34	0.12
ALOX5	2.3	9.24	19.04	0.11	0	0	1	0	17.86	0	24.59	0
KDM5D	0.16	0	0	0.22	0	0	0	0	0	0	0	0
CALCOCO1	48.45	21.61	8.79	2.88	100.73	0.46	19.62	30.18	34.79	10.74	57.38	6.73
UBR7	18.56	25.47	18.15	47.33	0	0	9.06	3.9	7.21	0	15.41	1.25
MAP4K5	3.06	15.77	1.61	0.33	0	0	13.47	0	8.73	0	24.37	0
EHD3	10.93	1.91	3.91	1.42	0	0	14.69	0	12.13	1	1.72	0.96
PSMC4	16.21	6.57	20.27	10.33	18.58	3.7	6.43	0	15.74	0	48.41	14.67
MAN2B2	7.07	5.8	1.77	2.07	0	5.5	12.78	0	9.95	0	10.13	0
SLC7A14	8.58	3.26	1.55	1.32	0	3.72	0.9	0.74	1.67	0	3.97	0.48
CLDN11	26.46	30.33	0	0	7.55	0	10.78	0	24.18	0	0	7.75
SLC25A39	9.28	1.39	4.39	18.62	24.36	0	2.81	11.86	3.21	0.17	0	0
MVP	14.26	4.91	11.28	6.16	13.63	2.43	15.44	0	93.78	43.39	42.63	2.51
NUB1	25.69	20.61	12.31	61.39	0	14.13	9.73	14.16	22.95	43.68	64.99	18.83
PGM3	26.71	17.3	12.3	4.69	1.48	0.48	26.54	6.18	31.85	7.08	26.54	5.86
RWDD2A	4.19	2.48	1.95	0	0	0	15.48	0	1.66	2.04	0	0
CLK1	13.06	40.89	45.58	38.9	5.25	0	17.74	4.71	0.33	8.05	14.95	11.07
POLR3B	0.85	9.45	9.4	0.91	0	0	22.44	0	0.5	0	0	0
ANGEL1	13.81	8.38	3.55	11.14	1.41	0	12.13	3.84	8.31	0	8.12	10.95
RNF14	4.78	8.24	5.75	0.81	0	0	4.09	0	4.04	0.41	5.36	0
DNASE1L1	19.27	66.18	2.43	1.41	30.81	0	18.23	0	11.57	0	12.51	3.07
DDX11	29.1	46.12	66.89	11.63	38.4	12.42	33.78	13.86	43.53	0	78.27	57.82
HEBP1	15.26	34.09	28.74	0.4	0	0	22.31	0	51.86	0	0	0
GPRC5A	58.75	14.98	11.88	9.89	11.58	0.25	41.47	5.58	78.36	7.71	12.73	41.41
MAMLD1	7.25	4.38	3.81	0	2.09	0	1.94	16.05	35.49	26.19	2.64	1.1
CD6	12.04	48.5	16.79	3.67	1.07	0	23.12	9.04	1.76	0	11.43	66.64
TACC3	25.58	11.95	18.9	21.16	0	2.59	39.84	14.01	20.35	5.67	18.78	32.2
UFL1	6.84	4.16	4.6	4.95	0	0	2.14	0	7.6	1.2	0	0
POLA2	11.15	11.91	10.14	6.67	3.94	0	39.5	9.94	33.96	3.21	30.84	22.41
ZC3H3	2.71	3.5	1.42	0.82	0	0	0	0	0	0	0	1.34
CAPN1	48.17	43.3	15.99	24.59	0	0	82.76	0	2.82	13.9	0	0
ACPP	42.2	30.11	0.41	0	0	0	39.37	2.51	60.72	5.05	1.54	35.73
MDH1	60.82	43.7	61.06	29.03	58.93	8.57	21.35	0	13.85	38.16	34.13	10.05
SLC30A9	3.6	14.3	5.85	4.6	3.85	0	1.01	0	5.6	0.61	0	4.56
MTMR11	58.99	11.83	1.65	5.37	69.03	0	9.74	0	10.53	9.91	13.15	5.34
COX15	9.43	23.98	3.47	1.4	0	0	4.09	50.5	0	0	4.82	0.56
CCDC88C	50.62	18.86	36.37	30.47	144.54	9.66	41.23	42.55	62.32	6.51	73.48	48.39
YAF2	33.56	33.51	1.54	3.15	32.56	0.31	6.54	23.53	4.57	2.16	80.02	6.08
ZMYND11	12.46	10.55	8.87	20.69	25.17	0.14	38.17	16.01	22.69	4.92	5.78	6.76
WAS	15.95	15.16	31.19	26.41	0	0	0.85	2.53	64.6	6.7	20.59	30.04
DPEP1	1.08	0	0	1.82	0	0	0	0	0.64	0	0	0
BID	2.13	9.9	6.07	8.55	43.72	7.16	26.27	24.12	4.03	12.04	8.25	5.87
MATR3_ENSG00000015479	32.9	55.29	20.51	18.76	2.69	8.34	3.25	18.39	5.55	49.27	21.34	13.86
NPC1L1	8.54	2.14	5.02	1.46	9.89	6.03	0	0	7.2	0	7.65	11.25
XYLT2	18.01	11.99	1	0.97	10.22	0	23.28	9.33	15.83	0	0.29	0
RGPD5	35.4	21.3	57.18	58.15	67.16	1.06	5.44	0	2.97	4.87	12.92	1.97
STMN4	2.37	5.3	4.68	0	11.61	0	12.02	0	7.55	0	3.25	13.73
NUDCD3	12.71	17.07	3.51	5.82	17.55	1.8	66.26	16.09	17.25	17.29	7.57	13.24
ISL1	4.46	2.56	0	0	0	0	14.7	0	34.49	0	0	0
CHDH	2.67	0.06	0.68	1.82	0	0.94	7.33	0	6.8	0.4	8.05	10.8
IL20RA	1.75	3.51	0.05	0.22	9.09	0	4.76	7.66	9.34	0	3.41	0
CLCA1	2.95	0	0	0	0	0	0	0	0	1.74	0	0
CLCA4	0.55	2.63	1.28	2.12	0	0	0	0	5.27	0	0	0
GLT8D1	27.11	20.92	5.95	12.44	0	0	23.83	0	58.33	0	0.97	0
ATP2C1	3.48	5.4	4.54	4.89	2.43	0	5.9	0	5.85	1.07	7.24	0
IGF1	12.27	9.88	22.98	0.11	0.45	1.43	126.66	42.44	8.45	1.98	2.47	25.5
SLC38A5	18.17	23.65	2.3	4.09	0	9.15	48.78	44.92	44.05	0	26.02	3.35
RALBP1	5.3	10.09	11.42	6.5	7.91	7.9	4.76	0	23.73	8.97	1.77	0
RUFY3	6.33	3.09	35.25	6.76	8.8	0	16.31	3.17	1.21	0.57	11.45	1.86
CNTN1	3.07	2.55	0.89	0	3.93	1.71	5.92	0	11.2	0	0	2.31
SLC11A1	11.36	12.96	10.93	8.24	22.64	0	16.41	0.3	36.85	3.03	0	4.96
WWTR1	10.35	4.58	7	0.23	4.2	0	8.08	5.58	35.85	0	121.97	7.49
AGPS	11.44	2.66	4.57	1.92	3.43	4.2	8.52	0	10.73	0.88	2.35	2.24
ZNF285CP_ENSG00000018607	0	1.5	2.64	0	0	5.09	1.4	0	3.21	0	0	0
CXorf56	46.5	2.9	5.35	3	5.97	0	1.11	0	4.76	0	0	6.23
ATP1A2	40.12	8.14	8.98	0	103.89	0	4.5	2.33	25.6	0.57	55.33	0.65
TTC27	1.81	1.53	4.72	1.17	0	0	0	0	2.43	0	6.44	0
ZNF582	2.86	3.52	0	0	0	0	0	0	16.59	0	1.53	0
VSIG2	4.35	0	1.38	4.55	0	0	0	0	0	5.57	11.35	0
PHLDB1	98.33	66.73	15.93	20.21	54.27	3.17	110.09	102.61	162	10.5	32.67	18.22
MARCO	0	3.22	0	0	26.07	0	3.56	0	7.53	0	0	0
CYP24A1	3.35	0.76	4.02	0.2	17.58	0	0.98	86.79	0	0	0	3.06
PRDM11	11.68	4.26	4.8	7.6	0.82	0.31	9.36	7.38	13.6	4.82	24.78	11.69
SYT13	2	1.78	1.32	0	0	0	2.34	2.3	6.34	13.87	3.54	0
SNAI2	12.51	1.66	1.54	1.06	0	1.77	13.71	0	0	3.01	0	0
CD74	41.38	61.13	437.61	194.7	207.99	53.76	14.87	126.15	93.53	34.99	21.77	84.69
HGF	13.43	12.85	1.49	0	0	0	6.71	0.38	2.21	2.22	9.7	10.93
ZRANB1	8.2	7.71	4.28	0.08	0	0	3	0	6.79	0	0	1.69
NCDN	7.5	4.63	1.24	0	0	0	12.72	0	17.63	1.69	26.48	0
ADGRA2	5	0.74	1.36	0	0	2.87	0.35	0	5.17	0	0.19	0
CCT8L1P_ENSG00000020219	5.18	2.56	6.16	0.81	0.23	0	2.4	0	14.44	4.79	14.21	0
ZFP64	12.49	5.41	7.93	8.6	19.71	0	20.32	0	18.72	0	53.23	0
MNAT1	35.24	10.92	13.26	0.24	0	4.47	0	0	25.41	0	0	0
SAMD4A	10.42	25.28	2.53	1.48	0	0	24.43	20.13	14.22	3.42	26.81	3.26
RUNX3	9.82	10.43	8.19	6.28	9.52	1.56	25.04	0	5.25	0.91	2.75	14.95
MRE11	4.23	11.63	23.06	7.04	0.15	6.53	17.36	0.1	3.25	1.87	0.09	1.42
PLEKHB1	37.95	5.12	0	0	0	0	63.38	80.19	30.91	0	8.13	4.14
SERPINB1	8.14	2.88	2.33	1.53	0	0	22.99	6.01	13.27	25.52	0	7.11
CYP3A43	4.08	5.12	3.26	0	0	0	0	0	0	0	0	0
SLC7A9	18.6	7.54	9.41	7.77	0	0	0.28	4.95	0	0	3.21	0
SPAST	36.03	10.73	3.34	4.98	6.19	0	17.98	8.47	27.03	13.8	43.95	6.22
NRXN3	32.51	9.28	14.45	2.15	24.53	0	26.34	8.77	36.77	5.79	77.77	12.47
OSBPL5	8.57	11.17	8.94	53.31	33.79	0	27.58	14.57	10.65	0	31.96	45.41
AQR	4.95	5.24	2.64	4.17	1.27	0	19.05	1	1.07	0	1.44	4.91
CPS1	4.27	4.79	1.27	6.3	5.72	1.22	23.82	0.15	8.25	0.37	3.49	0.59
C8B	3.43	1.75	0	0.78	0	0	0	0	5.15	0	0	0
FHL1	27.12	6.22	26.06	0	0	0	34.24	0	39.08	0	22.5	0
RTF2	23.73	25.71	17.24	6.62	4.98	2.31	1.76	0	36.28	0	0	10.13
GABRA1	20.42	4.27	0.26	0	5.57	0	14.33	0	3.79	0.56	11.11	5.74
NLRP2	13.95	12.16	11.04	0.15	24.91	0	15.39	0	23.08	0.44	4.97	6.4
SLC45A4	3.59	1.86	4.49	9.84	2.3	0	34.44	6.6	9.28	7.88	4.54	0.42
RNF10	44.85	44.98	13.71	5.42	0	0.46	30.35	57.54	37.46	0	0	20.37
ZNF839	37.44	6.34	6.96	26.17	0	0	24.43	4.85	3.46	21.13	15.14	1.8
ZDHHC6	10.45	9.18	2.92	10.68	29.38	0	5.54	9.21	7.31	4.74	0	2.32
GRAMD1B	25.88	19.42	4.11	5.35	23.9	0.02	25.76	7.16	56.78	0.6	49.47	2.34
RNH1	22.3	9.95	17.45	3.48	6.48	0	7.87	0	5.79	3.75	0.62	2.97
NDUFS1	6.57	3.09	15.98	1.4	3.45	0.03	5.51	0	6.99	0.07	3.49	11.73
RB1CC1	21.42	10.52	3.27	2.17	0	0	0.6	0	0.61	0	0	3.64
ERP44	26.18	22.25	12.4	13.85	5.4	7.18	13.37	0	28.39	0.39	23.03	10.7
ALAS1	18.54	10.83	18.73	8.17	0	0	0.91	8.25	0	0	0	1.2
BIRC3	10.45	19.46	31.17	36.66	19.4	2.54	6.75	3.34	17.59	2.05	13.86	4.06
AKAP11	3.31	3.77	1.24	1.19	0.75	0.4	0.44	0	1.21	0.99	0	2.93
GLRX2	4.4	3.26	0.73	0.04	0	0	5.23	0	3.63	0	0	0
SNAPC1	0.35	1.96	1.25	0.87	0	0.06	0.91	0	0	0	0.72	0
DERA	13.03	5.88	5.25	7.8	0	0	0.94	0	0	0	0	0
STRAP	4.12	9.55	8.38	10.33	0	0	0.36	0	0	0	0	0
ABCC2	15.5	2.62	2.01	0.3	4.46	0	7.49	0	31.3	9.2	14.48	0
DEF6	7.02	16.12	16.1	2.49	1.39	4.48	18.4	49.41	4.93	23.76	13.74	31.65
PLEKHO1	38.73	46.34	14.65	35.62	3.03	0.04	47.71	30.68	75.04	0	78.31	16.33
GCLM	4.95	3.08	15.61	0.05	0	0	8.54	0	3.07	6.93	2.24	0.44
UBR2	3.97	5.08	4.93	6.34	0.22	0	1.11	1.84	4.54	1.67	1.4	2.65
EHD2	7.3	3.1	4.05	1.97	2.13	1.56	1.31	3.27	6.89	0	2.59	0
DEPDC1	0.87	0	0.2	0	0	0	0.98	0	1.35	1.62	2	3.5
CCDC28A	1.64	12.26	8.42	1.19	0	0	0	0	0	0	0	0
RRAGD	3.03	2.18	2.81	1.39	5.14	0	3.59	0	1.03	0.95	1.63	4
HSF2	6.99	1.37	1.62	16.87	0	0	0	0	0	0	0	0
PHF20	7.85	26.66	9.74	11.67	20.11	0	4.15	2.49	37.21	0.04	3.05	2.88
HSD17B6	3.89	0	0.97	0	0	0	6.1	0	29.25	0	0	0
NR1H3	62.75	24.65	6.73	0.25	0	0	39.43	0	73.14	63.46	7.37	0
TYMP	20.24	22.81	77.81	72.26	2.97	0	5.68	0	11.41	5.42	21.12	18.71
NCAPH2	2.79	9.48	9.48	0.25	0	7.06	9.63	0	31.01	21.44	8.65	4.17
TOMM34	4.28	8.48	3.74	0.13	0	0	0	0	0	3.83	0	0
SEC63	7.72	11	4.53	23.46	0.05	0.35	40.72	9.76	4.09	0	3.8	0
KPNA6	6.47	10.75	3.14	3.66	0	0	10.7	2.81	4.38	3.95	3.56	2.42
VIM	92	104.45	136.27	67.76	50.41	55.76	91.31	110.82	138.41	71.58	214.08	149.83
RTEL1-TNFRSF6B_ENSG00000026036	1.93	0.42	1.67	0	0.06	2.07	6.36	0	0.65	0.87	0	0
FAS	28.35	24.3	8.13	27.39	4.56	0.18	41.61	10.79	22.47	6.73	14.28	14.86
RNASET2	42.81	32.12	15.13	6.59	0	5.13	34.34	20.22	40.33	1.46	41.13	19.93
CD44	62.32	44.82	105.49	82.01	57.93	92.76	107.17	39.5	64.6	3.66	7.32	49.89
KCNG1	13.89	6.88	0.3	2.82	10.38	0	11.76	23.89	15.61	2.18	0	3.59
AGPAT4	12.38	26.62	4.99	7.27	4.82	11.93	32.42	4.56	33.18	3.62	11.71	6.01
SLAMF7	21.86	15.48	18.68	5.54	0	0	6.34	0	3.01	14.07	2.39	0.1
BTN3A1	6.81	12.8	9.27	3.27	0	0	17.35	40.1	47.17	5.16	17.8	2.67
MIPEP	0.77	2.15	0	0	0	0	0	0	0	0	0	0
PRKCH	25.47	19.15	18.09	21.9	0	14.6	6.4	2.67	18.11	24.99	23.83	69.03
INSRR	0.17	2.32	0	2.07	0	0	0	0	4.13	0	12.82	0
IFNGR1	33.95	5.86	39.63	25.02	0	0	5.52	0	4.79	0	10.52	5.4
B4GALT7	11.59	10.98	15.95	5.02	0	2.18	44.13	0	23.81	18.27	2.66	0
SH2D2A	5.04	10.15	12.39	15.61	0	11.53	0	0	12.19	0	0	0
VRK2	13.96	12.61	1.61	6.66	0	0	3	0	7.12	0	2.1	0
TNFRSF1B	12.46	2.07	7.22	1.56	0	0	13.16	3.4	2.34	0.6	0.34	1.52
VEZT	20.05	26.69	2.89	14.41	0	3.26	94.09	42.21	6.08	4.62	10.29	12.99
POU2F2	11.98	5.65	9.44	3.67	6.84	38.94	11.85	3.01	6.46	0	49.39	4.62
BRD9	25.6	18.24	12.19	19.62	30.89	35.62	42.23	93.69	43.4	15.72	33.35	32.31
SNX1	24.66	12.08	25.83	9.66	6.21	0	14.63	7.68	26.85	26	9.84	18.07
TBPL1	7.17	1.93	10.82	0	0	0	2.51	0	6.27	20.36	1.56	0
ARNTL2	1	3.53	0.99	0.73	3.23	0	2.67	0	3.57	2.25	7.22	7.54
BCLAF1	72.31	44.24	64.57	154.6	65.93	3.1	28.72	9.5	24.96	8.55	8.01	8.32
SLC39A9	13.65	12.47	4.66	2.93	0	0	8.08	0	11.01	3.97	0	21.58
ANK1	26.46	55.48	2.67	0	106.39	0.04	3.41	0	1.07	8.72	35.86	4.01
IBSP	2.48	6.19	2.66	0	0	0	0	0	2.22	0	0	0
TFB1M	36.64	27.61	12.5	2.97	89.28	4.36	6.68	0	0	0	13.81	0
RABEP1	15.04	16.19	23.08	18.5	0	77.2	40.73	25.7	0	10.07	0.54	3.08
HMGB3	13.09	16.97	38.86	3.38	9.14	0.04	7.06	38.02	6.29	2.39	0	1.45
NUP160	71.28	36.3	8.18	5.49	35.76	0	124.03	0	1.49	63.99	2.08	8.67
BAK1	8.11	6.19	7.59	5.47	0.17	0	12.01	0	0	0	0	2.45
MUSK	10.08	6.59	0.06	1.74	0	0	3.01	0	3.27	2.9	3.12	1.01
IKZF2	4.74	21.08	75.19	27.71	19.03	10.55	6.91	6.07	11.69	0	0	1.3
GRN	28.94	15.02	7.94	2.64	0	29.38	22.49	0	8.57	0	0	6.32
FAM13B	1.98	5.57	0.82	0.95	0	0	25.23	0	0.56	3.92	1.18	0
ARHGAP31	8.6	4.48	5.52	1.42	4.63	0.73	11.77	4.05	3.87	4.7	10.6	1.6
CENPQ	2.75	0	3.29	0.46	0	0	0	0	3.94	0	0	0
SARS	35.31	53.62	44.93	36.71	28.86	0	18.82	14.5	48.24	37.52	2.53	23.92
RANBP3	7.09	24.48	20.26	3.72	0	0	10.31	0	38.57	8.23	18.26	4.32
ARID4A	55.78	60.19	10.29	4.71	74.33	0	39.28	0	60.19	1.14	50.31	32.43
EIPR1	47.55	6.7	4.48	32.8	0	0	34.25	0	44.78	1.41	33.27	0
PNPLA6	105.98	7.55	5.47	3.72	1.03	0	22.44	0	22.2	0.62	38.49	18.74
IFT88	13.81	61.09	1.25	0	20.62	0	0	0	7.5	6.42	17.89	0
ALG1	17.53	10.67	10.48	13.56	15.1	0.99	23.9	8.35	11.41	6.93	6.78	15.97
ZCCHC8	36.9	10.42	8.13	0.74	1.77	31.84	20.63	10.55	15.18	6.89	10.16	2.55
ABCF2	8.5	3.76	4.43	38.78	8.66	0	10.64	0	3.19	0	0	0
CHPF2	22.36	7.76	8.42	7.44	0	0	13.46	0	25.83	8.93	1.05	3.95
LRRC7	4.12	2.14	6.49	0.46	0.42	0	17.41	2.22	11.95	2.59	3.35	0.72
FUT8	12.48	5.24	15.58	5.54	11.96	0	4.72	0	8.47	5.48	0.98	4.66
UBA6	8.88	2.42	1.3	1.12	0.68	0	4.11	0	1.99	0.94	1.21	0.65
GAB2	14.26	4.21	1.99	3.87	1.31	4.1	24.43	2.64	24.17	0.89	16.84	0.23
ATP6V0A1	25.08	21.34	8.78	9.75	12.62	7.8	27.99	4.05	12.9	0.37	2.09	35.12
PIAS1	54.07	14.16	25.26	29.32	16.98	0	21.4	36.19	18.33	0	0	0
SLC4A7	28.38	2.28	1.12	1.45	0	0	3.34	0	1.53	0	3.4	0
APBA2	48.11	8.96	31.28	26.46	12.12	2.16	8.24	0	14.34	11.52	73.94	22.49
MAP2K3	15.39	11.75	1.15	10.95	0	32.51	0	32.44	57.52	0	19.11	0
EFCAB1	20.14	19.24	6.08	3.58	6.96	0	18.92	0	31.93	28.35	0	0
TMSB10	100.01	158.77	367.23	374.67	142.33	150.47	43.49	137.89	164.94	48.66	18.26	150.51
ASTE1	16.46	3.66	0.84	3	0	0	12.94	2.75	23.61	3.72	6.62	1.64
RNF19A	114.52	36.89	30.21	2.81	1.07	0	54.33	0	53.66	0	23.8	0
PEX3	2.29	4.64	5.72	27.63	0	0	0	0	0	0	0	0
GABARAPL2	6.88	5.42	53.15	20.83	0	2.91	14.13	0	16.33	0	0	7.15
MYOC	3.54	1.38	2	0	20.22	5.69	1.15	0	21.14	0	4.25	0
SH3YL1	37.26	47.72	50.76	8.57	2.74	0	68.71	109.91	138.35	8.86	16.9	15.76
FAM136A	6.78	8.54	11.43	14.97	0	0	0	0	18.67	0	0	1.57
VCL	6.14	5.86	1.65	1.4	0	0	9.98	7.06	0	1.31	7.52	4.28
DEPDC1B	2.71	3.82	1.33	0	0	0	8.5	0	13.12	0.5	0	0
DAPK2	25.11	8.18	3.56	1.43	3.96	0	30.14	2.53	89.04	2.27	14.95	6.32
NSMAF	20.35	3.78	2.63	12.11	0	0	46.04	1.09	0	17	0	2.92
ADSS	4.31	8.54	0.54	2.66	0	0.06	0	92.79	5.26	0	19.8	1.75
STAP1	4.33	1.07	10.44	0	0	0	0	0	0	0	0	0
TIMP2	8.23	2.66	1.17	2.74	4.36	0	8.08	5.17	5.04	0.26	18.89	11.32
RFC1	18.86	25.02	31.93	1.02	25.39	10.16	1.31	0	3.21	0.91	0	0
TBC1D23	19.64	14.04	3.47	2.02	0	0	34.47	0	16.76	0	0	0
CUL3	29.77	13.79	24.45	45.39	15.23	0	13.38	25.63	2.43	1.61	3.84	2.03
MYOM2	26.21	16.32	3.02	0	0	0	5.07	54.81	68.07	0	0	0
OTC	1.69	0	0	0	0	0	3.16	0	3.63	0	0	2.83
CYP46A1	7.59	2.32	4.12	6.68	13.94	4.17	5.77	5.76	7.99	0	2.65	1.96
AC118549.1	12.25	3.86	1.68	7.2	2.79	0	11.81	3.76	3.42	0.43	5.56	2.3
SLC18A1	26.38	10.79	1.06	10.09	0	0	7.01	3.83	13.24	4.93	7.93	0
USP2	5.25	0.17	0.06	1.31	0.25	0.05	3.85	2.01	25.58	0	48.34	0
CASR	12.1	4.75	6.18	9.42	3.37	0.61	29.37	17.98	47.46	3.92	1.03	12.94
TUBG2	9.55	0.74	10.84	3.01	0	0	1.96	0	0	0	0	0
RPL26L1	68.02	31.22	167.38	124.29	0	0	52.32	0	0	0	0	0
FLT4	11.51	3.86	1.67	0.69	0	0	3.88	0	6.82	0	11.32	3.99
NSUN2	10.63	1.51	9.38	4.51	1.7	7.13	28.36	5.44	18.78	1.35	19.6	11.23
FBXO42	12.96	6.95	1.76	6.63	6.28	0	16.46	14.05	13.68	32.33	8.69	6.95
MFAP3	38.11	36.79	19.24	3.65	17.15	11.71	26.17	9.01	33.97	0.64	67.25	22.19
MRI1	9.74	12.26	41.73	25.74	0	0	12.36	0	0.67	0	0	0
METTL1	2.57	4.83	1.89	61.33	0	0	0	15.36	4.35	0	23.65	0.89
HOXC8	3.4	5.91	0.88	0	0	0	0.2	4	3.16	3.69	0	0
AGA	13.56	6.34	3.03	15.08	0	0	0	0	0	0	0	0
PI4K2B	3.04	2.71	0.26	1.82	0	0	0	4.98	1.17	0	0	0
BOD1L1	19.5	16.53	12.04	14.75	26.31	0	25.99	4.63	14.04	3.9	6.29	2.75
MAT2B	41.07	18.94	15.22	42.72	22.94	0	3.63	0	43.59	1.86	9.35	8.24
TLL1	1.51	1.83	0	0.05	0	0	3.38	2.27	1.88	0	1.83	0.05
EDC4	9.43	11.01	5.82	3.77	0.72	0	30.63	6.95	14	0	27.25	4.01
TRIO	31.32	32.4	13.84	22.64	4.2	14.34	37.5	47.59	22.38	2.37	24.23	14.47
VCAN	44.22	22.66	9.28	3.29	7.74	2.15	68.19	4.12	4.75	0.59	2.68	3.27
CLEC16A	11.54	15.17	22.73	3.81	5.85	2.96	6.35	0	5.62	4.69	3.11	11.2
MSR1	9.04	2.35	2.3	0	17.76	1.41	26.32	0	8.49	2.64	3.55	7.61
CDH1	119.93	7.95	6.06	6.17	0	0	2.98	9.93	22.24	0	6.6	0
MTREX	6.48	14.08	8.01	4.23	45.8	0	4.38	0	19.37	6.43	39.58	0
DNAH5	7.62	5.77	2.87	0	11	8.37	31.81	23.45	13.29	4.79	6.77	1.32
ZFYVE16	7.24	3.33	4.42	1.73	8.06	0	8.01	0	8.15	1.61	6.28	2.72
RIPOR1	18.88	27.95	19.09	6.06	7.31	0	15.23	0	38.15	0	0	21.16
C6	10.53	20.94	2.88	0	0	0.92	1.74	0	50.69	0	8.35	1.15
RAI14	2.53	17.96	0.86	0.79	2.23	0	10.64	0	4.32	5.56	12.55	6.58
SOX30	1.72	1.93	0.07	1.28	0	0	16.47	14.11	1.58	2.69	6.35	1.91
PNKP	46.79	25.32	15.79	11.53	0	0	90.55	0	58.84	8.69	60.89	49.41
BEST2	4.99	4.53	0	0	0	0	0	0.8	0	0	0	0
PHLPP2	8.72	5.03	1.87	0.67	1.12	0	8.7	0.08	12.84	0.04	0.35	1.55
SPDL1	43.88	5.16	20.57	0.68	0	0	51.91	140.93	0	4.23	78.29	0
STAU2	7.88	3.98	5.37	0.8	2.75	0	2.6	0	8.15	0	0.58	0
SLC66A1	1.38	0.77	0.15	0.18	0	0	0	0	0	0	0	14.57
CTNS	5.48	3.72	1.23	18.21	7.39	0	0	1.37	23.02	6.51	4.91	4.51
RTN4R	3.75	2.39	10.65	0	0	0	2.52	17.45	3.85	2.96	0	7.92
PHF23	23.72	23.04	6.26	24.65	47.92	16.25	39.97	8.8	33.03	0	20.15	31.81
CDH10	2.2	2.88	1.12	0.14	0	0	5.23	0	0	0	3.65	0
INPP4A	18.13	28.97	14.96	17.41	53.2	0	17.68	0	46.97	4.97	0.92	3.86
RAB27B	20.63	0.82	0.05	0	0	0	0	0	0.43	1.27	0.67	0.25
PSMA4	25.41	8.25	34.9	44.22	0.64	3.88	10.56	26.63	14.08	8.47	1.4	1.47
MYO16	4.95	4.81	0	0	8.02	0	10.48	8.49	6.61	2.38	0.17	0
