GeneSymbol	D3_ISO6_LP_1	D3_ISO6_LP_2	D3_ISO1_LP_1	D3_ISO1_LP_2	D3_INT_LP_PI_1	D3_INT_LP_PI_2	D3_INT_LP_LPS_1	D3_INT_LP_LPS_2	D3_INT_LP_5OP_1	D3_INT_LP_5OP_2	D3_INT_LP_C_1	D3_INT_LP_C_2
PLAUR	59.33	53.04	4.4	9.12	107.61	23.31	0	0	8.59	0	0	0.3
ANLN	6.33	3.5	10.69	8.9	0	0	0	0	0.06	0	0	0
WIZ	10.02	9.55	7.5	7.32	1.14	0	0	42.59	4.75	1.79	0.03	0
RABGAP1	15	13.84	4.38	6.99	0.57	9.08	0	0	0	3.48	0.03	0
DCN	60.47	42.93	0	0.11	13.6	0	3.32	0	0	4.42	0.04	0.16
QPCTL	2.39	1.83	4.03	1.19	0.86	0	0	0	0	0.06	0.17	0
PPP5C	24.73	35.8	69.94	51.56	24	16.69	3.82	0.15	0	3.89	0	0.35
CEP68	22.93	24.89	4.24	5.2	27.29	0	0.83	0	2.14	6.57	0.05	0.61
MAP4K3	15.43	0	1.08	8.17	19.62	0	0	0	0	0	0.32	2.29
ZBTB32	14.82	5.69	56.2	60.1	2.23	0	0	0	0	2.31	0	0.35
TYROBP	2.85	0	0.98	1.53	0	0	0	0	0	0	3.98	0
TMEM159	6.25	9.05	1.67	2.37	0	0	0	0	0	0.59	0	0
GABRA3	6.35	8.99	0.05	0	5.11	0	11.84	0	0	0	0	0
BRCA1	48.2	52	19.13	12.65	36.25	2.25	13.08	7.16	11.35	0.79	0	0
ERCC1	19.12	30.81	19.34	18.65	9.72	0	0	16.69	0	0	3.43	0.57
CD22	34.08	47.09	6.92	3.9	94.74	0	0	0	0	6.93	0	0
SEMA3B	7.1	8.64	0.22	0.2	6.68	0	0	0	0	0	0	0.11
MBTPS2	11.09	5.12	1.32	2.49	2.86	1.26	0	2.8	4.93	8.23	0.44	0.44
PRICKLE3	24.41	8.08	5.79	4.82	0	0	0	0	0	0.34	0	0
LTF	9.34	18.6	0	0	10.37	0	0.74	0	7.75	2.72	0	4.05
EXTL3	24.72	25.13	3.15	7.56	10.72	1.47	4.39	0	36.59	0.1	0.04	0.22
NR1H4	16.48	5.42	0.14	0.02	2.2	0	0	0	2.53	1.65	0	0
ELOVL5	18.74	23.27	26.06	30.12	4.35	1.8	0	0	0.91	0	0.04	0.37
ALOX5	7.53	27.4	2.03	2.32	0	0	7.69	0	18.53	0.22	1.17	0.31
KDM5D	0	0	0	0	0	0	0	0	0	0	0	0
CALCOCO1	59.78	25	4.5	11.09	10.15	0	0	0	0.05	1.66	1.29	1.88
UBR7	18.83	19.65	23.01	16.52	8.42	0	0	0	3.75	0.05	0	0
MAP4K5	5.77	14.41	5.15	5.4	1.63	0	0	0	0.09	0	0.68	0.53
EHD3	8.37	9.24	0.95	1.61	20.26	0	8.53	3.16	0.06	1.19	0.01	0
PSMC4	36.86	25.14	57.35	47.1	31.88	0	0	0	48.11	2.17	1.11	0.37
MAN2B2	7.09	6.94	4.73	5.25	11.22	6.6	1.05	0	4.39	0.07	0.09	0
SLC7A14	5.98	11.53	0	0.05	5.94	0.24	1.48	0	0	0	0.11	0.21
CLDN11	36.23	24.42	0.04	0	14.91	0	0	0	0.38	1.41	3.25	0
SLC25A39	6.95	11.79	27.09	36.93	0.96	0	0.49	0	0	0.73	0	0
MVP	30.26	75.26	29.03	31.09	85.75	0	0	0	0.33	1.18	1.06	0
NUB1	35.62	34.15	37.53	43.08	12.68	0	1.55	0	1.55	1.49	0	0
PGM3	42.75	38.57	4.21	4.61	19.31	0.95	0	2.36	1.51	0.06	0	0
RWDD2A	5.29	3.71	0.05	0.15	3.72	0	0	0	0	0	0	0
CLK1	31.31	34.47	16.9	27.22	36.68	25.11	0	0	0.67	1.28	1.04	0.12
POLR3B	18.27	2.3	7.3	4.6	0	0	0	0	4.36	0.02	0	0
ANGEL1	13.91	14.32	3.52	3.07	7.79	0	0	0	19.2	1.89	0	0.05
RNF14	9.21	34.58	8.03	9.23	10.56	0	0	5.02	1.57	0	0	0
DNASE1L1	13.98	11.21	5.29	1.43	5.92	0	0.58	0	5.52	8.69	0	0
DDX11	31.23	35.53	33.13	37.34	69.58	0	6.98	7.95	0	0	0.34	0.19
HEBP1	17.44	23.34	3.88	2.31	14.3	0	0	0	0	0	0	0
GPRC5A	35.12	29.21	5.46	0.68	272.95	2.76	35.33	0.19	4.57	8.49	0.15	1.36
MAMLD1	13.62	8.61	2.75	2.84	16.37	0	1.34	1.74	9.62	0.73	0	0.45
CD6	52.8	47.02	35.51	37.75	10.39	0	0	0	0.38	0.11	0.2	0.5
TACC3	27	18.57	80.1	59.39	31.79	0	4.63	0	1.34	1.77	0.83	1.09
UFL1	5.99	3.67	7.89	6.53	1.92	0	0	0	0	0.26	0	0
POLA2	30.59	25.15	20.21	15.79	18.35	0.04	7.17	3.58	1.49	1.07	0.94	0
ZC3H3	2.39	2.54	5.02	6.31	13.76	0	2.21	0	0.73	1.07	0	0
CAPN1	31.15	29.19	24.84	23.8	44.82	0	19.84	0	0	0	0	5.5
ACPP	14.34	19	0	0.17	33.42	0.05	27.98	0	0	0.89	0	0.16
MDH1	67.23	96.96	41.86	34.17	13.1	0	0.45	0	13.8	0	0	4.28
SLC30A9	5.61	7.15	12.42	11.51	0	1.2	3.6	0	7.32	0.05	0.36	0
MTMR11	28.15	8.36	0.53	0.17	12.3	0	1.5	0	20.18	0	1.3	0
COX15	11.68	6.41	3.73	3.16	8.44	0	2.14	0	0	0.53	0	0
CCDC88C	51.85	44.76	26.74	36.95	118.28	0.19	2.19	1.27	4.41	0.29	1.72	9.48
YAF2	35.05	24.41	9.25	6.27	5.57	23.14	0.21	0	0	0	0.35	0.12
ZMYND11	26.22	21.93	11.33	13.41	9.39	1.39	14.81	4.95	49.71	3.95	0.37	1.32
WAS	13.98	13.7	39.12	37.02	21.38	0.17	0	0	0	0.05	0	0
DPEP1	5.6	2.35	0	0.02	12.21	0	0	0	0	0	0	0
BID	6.16	5.73	14.92	10.78	7.75	0	0	0	0	0	0	0
MATR3_ENSG00000015479	38.49	43.49	93.28	90.12	65.32	0	0	0.05	1.08	1.25	0	0.51
NPC1L1	3.17	3.74	0	0.06	20.52	0	0	0	0	0.45	0	0.22
XYLT2	20.03	8.18	10.11	9.44	0	0.15	0	0	3.49	0.87	0	0
RGPD5	64.41	60.29	7.86	33.17	5.25	0.01	0	1.74	0	0.87	0.22	2.01
STMN4	8.69	21.12	0	0	0.8	0	0	0	0	2.3	0	0.93
NUDCD3	19.16	16.01	18.69	14.79	11.74	0	2.2	0	16.1	1.01	0.98	0.16
ISL1	4.04	3.66	0	0	0	0	0	0	1.3	0	0	0
CHDH	3.32	2.23	0.09	0	9.02	0	0	0.89	0	0	0	0
IL20RA	6.32	5.7	0	0	6.98	0	0	0	3.01	3.67	0	0
CLCA1	2.03	1	0	0	0	0	0	0	0	0.03	0	0
CLCA4	1.59	1.04	0.34	0.1	0	0	0	0	0	4.04	0.08	0
GLT8D1	35.52	15.48	6.71	13.32	0	0	0	7.43	3.29	1.39	0	0
ATP2C1	7.59	12.21	14.5	12.56	0.49	0.06	0	0	0.06	0	0	0.15
IGF1	20.44	15.31	3.39	4.09	0	0.44	0	0	0.06	0.16	0.24	0
SLC38A5	41.09	33.71	33.85	25.84	37.59	0	5.36	0	75.7	0	0.73	0
RALBP1	16.74	11.01	15.45	15.52	2.92	0.27	1.08	1.83	0	0.08	0.99	0.08
RUFY3	12.57	11.2	6.98	4.6	0	0	0.26	3.9	0	0.26	0.24	0.69
CNTN1	4.86	6.68	0	0	3.6	0	0	0	0	0.23	0	0
SLC11A1	14.21	7.75	0	0.37	5.83	0	0	0	1	6.27	0.72	0
WWTR1	20.85	27.11	0.34	0.59	2.28	2.62	0	0	25.45	0	5.68	0.53
AGPS	5.72	13.16	21.85	16.88	5.86	1.94	0.47	0.54	0	0.07	0.01	0
ZNF285CP_ENSG00000018607	0	0.77	0	0.01	0	1.01	0	0	0	0	0	0
CXorf56	3.52	24.75	6.51	8.12	4.28	0	0	0	0	0	0	0
ATP1A2	16.24	16.29	0	0	52.86	29.25	9.18	0	0	0.22	0.27	0
TTC27	1.17	0.87	8.8	6.9	0	0	0	0	0	0	0	0
ZNF582	4.68	6.92	0.63	0.62	0	0	0	0	0	0.18	0.14	0
VSIG2	3.25	1.63	0.1	0.46	4.88	0	0	0	0	3.08	0	0
PHLDB1	73.17	67.56	1.43	2.82	173.13	2.78	5.96	28.4	0.42	0.25	0.39	1.02
MARCO	0	7.37	0	0	0	0	11.78	0	11.28	0	0	0
CYP24A1	12.93	13.09	0	0.01	0	0	0	0	25.17	0	0	0
PRDM11	13.76	14.03	1.12	1.84	45.54	0	1.13	0	0.87	0.77	0.01	0.27
SYT13	6.32	5.79	0	0.02	0	0	0	0	5.61	0	0.09	0.43
SNAI2	8.23	7.97	0.11	0	0.85	0	0	0	0	0	0	0
CD74	89.07	143.27	267.42	347.91	58.37	35.71	86.06	110.43	56.58	44.61	16.34	27.81
HGF	16.97	7.11	0	0	22	0	0.16	0	3.19	0	0	0
ZRANB1	16.81	7.9	4.16	3.91	0	0	1.27	0	34.61	0	0	0.1
NCDN	7.98	7.8	8.54	6.82	0.34	0	2.09	0	6.35	0	0	0.05
ADGRA2	1.95	1.38	0	0.21	2.48	0	0	0	0	0.23	0	0
CCT8L1P_ENSG00000020219	10.81	8.77	0	0.07	19.37	0	0	0	17.51	0	0	0
ZFP64	17.84	21.37	5.69	4.73	3.46	0	0	0	8.42	0.58	0	1.36
MNAT1	24.83	19.39	16.01	16.12	1.32	0	0	0.27	15.12	7.16	0	0
SAMD4A	20.67	24.99	2.15	4.33	20.62	0.02	7.88	0.66	4.08	2.83	0.36	0
RUNX3	9.87	21.7	53.04	52.72	11.96	0.78	0	0.8	0.93	0.56	0.28	0.5
MRE11	5.44	7.3	10.95	11.86	5.45	0.08	2.93	0	0.11	0.92	0.61	0.02
PLEKHB1	30.55	17.04	2.08	1.51	0	2.53	7.13	0	8.89	4.44	0.38	0.01
SERPINB1	7.87	8.94	19.92	15.31	31.03	0	0	0	0	5.59	0.69	1.16
CYP3A43	3.22	0	0	0	0	0	0	0	0	0	0	0
SLC7A9	4.94	2.2	0	0.23	1.77	0	0	0	0	0	0	0
SPAST	16.46	12.26	4.16	3.65	31.16	4.16	1.79	0	7.95	1.34	0.81	0
NRXN3	53.26	15.84	0.03	0.74	70.51	3.99	3.27	4.52	4.25	0.28	1.47	0.77
OSBPL5	27.34	18.75	1.02	0.81	37.13	0	0	0	1.5	0	0	0.3
AQR	9.02	11.76	6.02	7.49	17.21	0	0.03	0	9.32	0.85	0	0.03
CPS1	16.8	26.43	0.3	0.33	7.41	0	0	0	0	0	0	0.1
C8B	5.51	5.42	0.05	0	0.42	0	0	0	0	0	0	0
FHL1	25.21	24.3	4.82	4.98	52.68	0	7.5	12.18	0	0.77	0	0
RTF2	14.01	41.09	47.62	35.09	1.67	0	8.93	10.03	28.84	0.98	1.22	2.81
GABRA1	13.3	12.95	0.02	0.06	2.59	6.82	0.06	0	0.06	0.99	0	0.16
NLRP2	15.91	23.03	7.11	10.24	7.64	0.79	0	0	9.76	0	0	0
SLC45A4	18.62	24.11	5.65	8.06	9.26	1.8	0.31	0	0.59	4.88	0.01	0.08
RNF10	39.71	48.3	71.94	91.87	6.54	0	0	0.11	10.9	0.16	0	0.62
ZNF839	27.89	23.16	3.17	7.83	72.42	0	11.35	0	0	0	0.18	0
ZDHHC6	25.27	19	7.75	11.17	8.95	0.7	0	21.8	0.95	0.05	1.17	0.03
GRAMD1B	29.28	41.95	18.94	10.05	36.14	0	4.78	0.83	2.96	1	0.94	0.21
RNH1	20.62	22.9	29.26	27.09	15.72	0	9.93	0	79.95	0.03	1.13	0.12
NDUFS1	7.24	19.03	17.64	15.45	4.19	10.18	71.83	1.19	1.08	0	0.1	0.06
RB1CC1	3.91	9.62	4.4	5.37	2.22	0	3.24	0	0.17	0.08	0.09	0.55
ERP44	31.73	29.88	7.75	8.75	19.45	1.86	12.29	6.19	0	0.44	0.2	0
ALAS1	18.67	29.88	31.7	28.47	1.03	0	0	0	0	3.97	0	0.94
BIRC3	32.9	41.8	88.39	87.7	26.39	0.63	1.15	0	7.15	0.6	0.16	0.98
AKAP11	6.12	5.97	8.4	9.88	0	0	1.17	0	0	0.33	0.35	0.07
GLRX2	5.39	2.58	5.44	1.93	0	0	31.69	0	22.23	0	0	0
SNAPC1	2.64	3.94	5.5	4.68	0	0	0	0	0	0.07	0	0
DERA	10.17	16.01	5.98	8.75	3.96	10.5	0	0	12.07	0	0.94	0
STRAP	8.75	8.98	31.88	31.42	0	0	0	0	0	0	0	0
ABCC2	9.07	11.26	0.24	1.56	5.49	0	0	0.14	5.16	2.94	0.02	0
DEF6	8.23	11.48	44.27	33.03	5.53	1.59	0	4.85	12.68	0.29	0.78	1.07
PLEKHO1	50.52	27.69	25.13	20.95	28.93	10.11	15.44	0	2.38	0.23	1.99	3.4
GCLM	4.02	4.15	4.89	4.21	0	0	0	0	2.51	0	0	0
UBR2	5.34	6.04	4.97	6.45	0.14	0	0	0	3.75	0	0.27	0.28
EHD2	9.52	9.21	0	0.11	12.08	0	0	0	1.87	0.97	0	0.89
DEPDC1	1.04	1.95	3.16	2.4	0	0	0	0	0	1.02	0	0
CCDC28A	10.23	23.07	6.84	8.15	0	0	5.97	0	0	0	0.51	0
RRAGD	7.85	9.38	0.65	0.42	8.64	0	1.01	0	0	0.19	0	0
HSF2	5.17	6.03	11.23	7.52	0	0	0	0	0	1.96	0	0
PHF20	24.06	32.5	8.29	12.5	95.06	0	3.73	0	0	0.24	0	0.01
HSD17B6	9.34	8.1	1.11	0	0	0	0	0	0	0	0	0
NR1H3	23.83	23.92	2.04	3.16	75.01	0	56.62	0	47.17	0	0	0
TYMP	21.63	25.64	38.84	38.19	30.17	0.65	0	0	0	0.93	0.1	2.73
NCAPH2	8.26	8.42	27.44	22	0	0.5	11.95	0	1.04	0	0	0
TOMM34	5.37	7.58	14.36	15.29	0	0	0	15.26	0	0.83	0	0
SEC63	8.84	2.75	15.25	14.61	0.88	0	0	0.02	0	0	0.14	0.07
KPNA6	15.13	8.01	8.18	7.93	1.38	0.15	0	0.34	3.22	1.35	0.13	0
VIM	59.5	95.12	202.27	208.74	1.36	15.83	3.2	12.03	21.86	6.23	6.3	8.32
RTEL1-TNFRSF6B_ENSG00000026036	2.33	3.3	1.5	2.78	0.2	0	0	0.04	0.99	1.56	0.5	0.21
FAS	24.55	41.84	21.55	22.86	15.92	0.3	0.05	0.52	2.99	2.48	0.26	0.02
RNASET2	36.4	49.08	13.55	16.74	63.62	3.01	0	0.14	17.14	38.04	0.83	1.39
CD44	94.62	75.3	87.95	112.78	7.33	14.7	24.29	1.04	10.69	2.92	0.03	1.87
KCNG1	8.97	7.97	4.55	2.58	7.55	0	0	0	0	3.02	0.65	0.13
AGPAT4	25.05	15.63	0.97	0.82	29.44	0.3	2.85	0	0.12	0.24	0.16	0.22
SLAMF7	25.32	18.44	25.08	28.7	4.65	8.82	0.08	4.8	0.35	0	0.89	0.76
BTN3A1	13.95	20.95	4.95	4.2	56.91	0	7.22	5.24	0.26	7.87	1.77	0.55
MIPEP	12.76	13.32	3.44	3.88	0	0	0	0	0	0	0	0
PRKCH	28.62	56.36	27.23	24.81	41.41	0	85.81	11.53	2.77	0	2.11	0
INSRR	3.98	2.49	0	0.06	6.61	0	0	0	2.34	0.19	0	0
IFNGR1	23.9	35.56	7.34	6.51	17.23	0	0	0	2.71	0	0	0.23
B4GALT7	19.3	7.13	4.54	2.75	66.27	0	0	9.21	0	6.28	4.3	1.86
SH2D2A	24.36	41.68	86.25	89.55	85.4	3.81	13.32	29.16	6.21	0	0	0.16
VRK2	3.35	4.89	7.71	5.8	0	0	2.43	0	0	0	0	0
TNFRSF1B	5.27	17.41	51.91	42.87	4.59	0	0	0	0.17	0	0.22	0.12
VEZT	36.79	30.69	9.34	9.99	7.09	6.35	4.35	0	10.99	0.85	0	0.64
POU2F2	14.72	11.63	14.63	12.76	57.94	2.02	9.14	0.16	3.63	0.52	0.12	9.85
BRD9	27.34	14.17	30.15	26.74	37.71	15.28	14.73	23.23	12.34	13.64	9.43	2.61
SNX1	17.6	11.4	16.03	12.15	79.81	12.99	0	23.4	0	0.65	0.25	16.93
TBPL1	26.84	11.19	6.18	6.41	9.07	0	0	12.22	0	0	0	0
ARNTL2	4.28	3.65	2.72	3.07	4.33	0	0	0	0	0	0	0.41
BCLAF1	92.11	121.68	159.92	155.44	23.07	3.27	16.74	41.12	1.77	0.89	2.09	4.58
SLC39A9	20.31	31.15	9.56	9.74	6.84	0	0	1.94	0.39	0.19	1.73	0
ANK1	22.74	12.73	4.05	2.93	9.42	0	1.86	0	3.93	0.07	0	0
IBSP	4.65	2.9	0	0	0	5.19	3.4	0	0	0	0	0
TFB1M	24.59	20.5	8.47	5.41	10.44	0	0	0	0	6.92	2.01	0
RABEP1	31.24	10.86	28.39	28.88	0	0	1.22	0	0	0	0	0.27
HMGB3	18.83	18.86	48.59	48.51	5.37	1.45	0	0	0	0.02	0	0
NUP160	28.49	39.15	18.25	22.48	25.62	6.74	46.81	10.8	1.87	0	0	0
BAK1	4.29	4	14.99	9.97	5.72	0	0	0	0	0	0	0
MUSK	7.11	8.12	0	0.01	47.5	0	1.1	0	0	0.09	0	0
IKZF2	5.29	19.01	1.46	2.9	20.99	1.07	0	0	0.36	1.26	0.27	0.09
GRN	21.9	7.34	17.32	22.94	0	0	0	0	0	0	0.52	0
FAM13B	12.43	5.78	5.72	9.16	0	0.05	2.54	0	0	0.25	0.18	2.32
ARHGAP31	7.45	5.77	5.03	5.58	13.21	0.32	1.37	0	5.83	1.22	0	0
CENPQ	3.44	2.57	3.99	3.73	0	0	0	0	0	0	0	0
SARS	59.52	119.15	58.76	60.76	25.48	0	10.64	0	20.7	0.77	1.59	1.34
RANBP3	19.32	45.71	53.37	51.29	15.44	23.99	0	0	0.54	1.38	5.43	0
ARID4A	52.81	56.99	7.37	8.26	25.42	4.33	0	0	0	4.87	4.24	0.3
EIPR1	26.94	7.33	14.11	16.62	72.01	0	0	0	0	0	0	1.75
PNPLA6	42.31	53.54	32.92	40.53	0	0.3	3.57	13	64.06	14.5	0.02	0.65
IFT88	28.13	22.34	2.4	1.16	95.78	0.44	0	0	0	0.67	0	0
ALG1	23.51	11.47	8.13	5.13	18.64	0	0	2.59	4.7	2.48	1.08	0
ZCCHC8	18.98	19.57	6.2	9.39	5.55	0.09	16.85	0	0.43	3.71	0.91	0.62
ABCF2	10.61	6.1	12.54	9.59	18.36	0	0	0	0.06	0.71	0.15	1.22
CHPF2	16.21	15.97	8.72	10.26	2.78	0	7.98	0	14.66	2.41	0.11	0.44
LRRC7	23.95	23.69	0.35	0.05	6.63	3.94	0	2.22	0.24	0.01	0.14	0.02
FUT8	22.66	18.67	23.31	21.22	0	0	0	0	4.17	7.93	0	0.04
UBA6	7.27	11.61	9.37	10.33	5.4	0	0	0.61	2.16	0.03	0	0.06
GAB2	26.73	20.59	2.08	3.71	56.69	0.6	0	0.02	1.66	0.83	5.89	0.11
ATP6V0A1	31.98	27.24	1.9	2.2	21.65	6.79	21.92	0.01	1.13	3.54	0.36	0.41
PIAS1	66	81.89	10.43	20.02	65.69	4.6	0	0	0	0.5	0.91	0.33
SLC4A7	9.37	12.28	19.28	14.04	0	5.76	0.21	0	2.67	0.11	0	0
APBA2	16.7	26.3	3.69	4.74	80.8	0	12.24	0	0	0	0	0
MAP2K3	9.78	14.9	34.96	26.81	40.87	14.02	0	0	0	0.24	0.87	0
EFCAB1	21.39	23.54	0	0.24	36.98	1.27	0	1.82	17.68	0	1.2	0.24
TMSB10	110.35	409.24	906.68	796.21	0	21.6	155.13	16.86	0	35.97	13.02	10.73
ASTE1	10.86	17.62	1.74	2.11	76.67	0	0	1.55	0	0.6	0	0.33
RNF19A	66.37	94.95	88.57	109.86	34.32	1.17	0	0	0	0.18	1.36	0
PEX3	13.07	5.84	3.73	3.39	0	0	0	0	0	3.55	0	0
GABARAPL2	24.42	33.5	21.31	11.13	34.16	0	0	2.16	0	0	0	0
MYOC	3.89	5.81	0	0.33	2.51	0	15.4	0	0	0	0	0
SH3YL1	54.74	28.7	3.49	4.74	50.85	0	0	0.97	3.12	1.39	0	0
FAM136A	29.33	24.3	31.32	25.4	27.84	0	0	0	23.13	0	1.46	0
VCL	6.74	8.02	6.31	6.34	4.91	97.58	2.91	1.77	0.75	0.01	0	0.23
DEPDC1B	7.98	3.31	6.48	7.36	2.79	0	0	0	0	0	0	0
DAPK2	29.16	27.7	1.39	2.82	45.01	0.77	6.13	5.35	0.48	0.01	0.52	0
NSMAF	51.82	15.4	13.16	19	0	0	0	0	0.47	0	0	0
ADSS	2.83	17.64	12.76	11.65	0	0	0	0	0	0.07	1.48	0.11
STAP1	3.86	8.58	7.83	4.6	0	0	0	0	0	0	0	0
TIMP2	10.7	8.72	0.72	0.41	12.46	0	0	0	1.71	0.53	0	0
RFC1	38.81	37.65	31.78	26.04	1.18	0	0.84	0	0.06	0	0	0.61
TBC1D23	16.85	36.62	3.61	3.87	7.22	0	0	0	0.15	0.82	0	0
CUL3	49.67	39.77	24.99	19	19.06	0	20.29	3.66	0.61	0.25	0	0
MYOM2	22.44	9.13	0.78	1.73	0	0	0	0	0	7.56	0	0.02
OTC	1.7	0	0	0	0	0	0	0	0	0	0	0.09
CYP46A1	12.16	8.59	0.66	0.02	14.09	0	0.43	2.85	6.5	0.8	0	0
AC118549.1	20.55	20.04	7.78	14.12	4.83	9.83	0	0	6.22	1.15	0	0.53
SLC18A1	15.05	16.71	0.08	0	1.8	0	0	0	1.71	0	0	0.34
USP2	4.67	9.87	0.18	0.02	0	0	0	0	0.94	2.85	5.03	0
CASR	22.12	13.3	0	0	19.01	2.9	1.94	0	1.25	0.08	0	0.25
TUBG2	4.03	5.33	2.77	1.1	0	0	0	0	1.1	0	0	0
RPL26L1	80.89	137.8	50.82	45.46	0	0	0	0	0	0.18	3.64	0.05
FLT4	5.72	4.64	1.48	0.77	8.61	2.29	10.1	2.48	2.56	0.47	0.27	0.36
NSUN2	15.72	10.1	34.77	28.9	4.62	0	58.67	4.6	0	0.65	0.22	0
FBXO42	21.95	14.91	2.87	2.11	54.14	0.58	6.52	0	3.92	1.3	0.22	0.01
MFAP3	32.98	59.83	2.44	3.83	66.82	0	0.13	0.36	88.61	0	1.21	0.89
MRI1	7.09	6.92	14.08	5.04	5.91	6.9	0	0	0	0	1.11	0
METTL1	18.03	10.94	15.97	13.67	16.77	0	0	0	0	0	0	1.91
HOXC8	11.89	10.28	0	0	9.11	0	0	0	0	0	0	0
AGA	18.66	7.98	5.03	6.63	0	0	0	0	1.02	0	0	0
PI4K2B	5.87	5.34	6.42	8.15	0	0	0	0	0	0	0.02	0
BOD1L1	25.38	26.27	15.53	20.95	23.79	0.22	0	0.15	12.8	0.78	0.44	0.72
MAT2B	53.32	63.37	27.34	28.72	16.94	0	9.19	0	2.02	8.56	1.13	0
TLL1	2.95	2.51	0	0	1.55	0	0	0	2.11	0.1	0.06	0.13
EDC4	17.11	19.11	26.5	25.73	0	0	0	0	0	0	1.04	0.58
TRIO	35.19	35.42	8.86	11.3	94.11	0	9.45	0	0.99	0.23	0.93	7.58
VCAN	22.14	24	0.06	0.11	4.1	0	0	0.67	0	0	0.6	1.55
CLEC16A	20.39	17.21	8.79	10.78	8.53	0	0	0	2.42	0.06	1.7	0
MSR1	16.14	31.49	0	0.01	16.22	2.26	1.84	0	0	0	0	0
CDH1	16.2	5.16	2.67	0.56	77.94	0	0	0	0	0	0	0.4
MTREX	26.67	40.18	24.4	17.62	2.27	0	0.15	0	2.66	3.42	0	1.48
DNAH5	25.43	14.4	0.09	0.03	28.72	1.97	9.96	5.95	6.93	0.31	0.02	0
ZFYVE16	9.24	16.3	2.45	3.09	2.67	2.03	1.57	0.01	0.58	0.11	0	0.12
RIPOR1	31.37	49.58	9.07	10.79	11.06	3.22	0	0	1.24	0.35	0.9	0.24
C6	14.58	14.34	0	0	27.1	10.55	0.51	0	0	9.24	3.01	0
RAI14	18	18.63	0.86	0.58	15.78	0	0	0.04	12.37	0	0	0.14
SOX30	2.09	6.17	0.06	0.18	3.83	0	0	0	0	0.03	0	0
PNKP	27.97	30.53	28.16	29.1	39.71	30.87	0	0	0.96	0.48	0.51	1.37
BEST2	9.3	1.59	0	0	43.49	0	0	0	0	0	0	0
PHLPP2	8.72	6.62	2.49	2.1	12.68	3.55	0.24	3.2	1.28	0	0	0
SPDL1	56.63	27.91	34.97	21.47	0	0	0	0	0	0	0	0.29
STAU2	14.33	12.95	12.08	11.48	0	0	10.09	0	0.32	0	0.03	0
SLC66A1	12.66	8.63	3.7	2.68	15.58	9.07	0	0	0	0	0	0.58
CTNS	4.26	7.72	14.23	4.8	1.96	0.04	0.07	0	6.03	0.04	0	0.27
RTN4R	6.62	3.48	0.59	0.47	0	0	0	0	0	0	0	0
PHF23	35.15	16.85	21.1	31.59	36.61	0	37.24	0	0	3.33	0.36	0.17
CDH10	2.38	2	0	0	0	0	0	0	0	0	0	0
INPP4A	11.79	20.01	42.15	51.36	17.63	0	1.96	0	0.59	0.37	1.12	0
RAB27B	3.07	1.71	0.01	2.12	0.64	0	0.65	0	0	0.34	0	0
PSMA4	40.31	62.66	71.22	64.64	18.7	0	0	0	1.2	0	0	0
MYO16	9.32	17.15	0.04	0	8.07	0	0.04	0	0	0	0	0.05
LSG1	33.8	47.91	24.58	21.31	35.68	0	0	0	0.09	13.56	0	0.35
PARP3	11.47	6.41	3.51	4.17	0	0	0.66	0	13.42	0	0	1.58
TNC	15.33	4.62	1.27	0.63	149.86	0.02	2.74	0	0	0.4	0	0
THAP3	23.97	34.72	5.05	7.23	7.17	0	0	0	0	6.76	0.79	0.82
RIPOR3	6.32	1.01	1.62	0.35	0	0	0.8	0	0	0	0	0
TDP1	48.62	25.57	33.62	26.87	13.33	3.65	0	9.78	0.1	4.1	0.18	0
AIFM2	11.16	7.62	8.53	8.5	7.44	0	0	0	0.12	1.25	0	0
C2orf83	4.58	0.86	0	0	0	0	0	0	0	0	0	0
SPATA7	26.04	7.51	0.55	1.33	0	0	0	0	0	0	0	1.31
MED17	29.96	28.28	8.66	12.38	45.71	0	8.61	14.02	6.66	1.21	0	0.86
RETSAT	19.36	17.58	4.73	6.45	2.65	0	0	0	2.4	0.61	0	0.54
CAPG	18.66	29.15	16.01	15.7	0	0	23.12	0	0.47	0.16	0.99	0
AP2S1	15.33	7.92	16.5	14.33	0	0	0	0	0	0	0	0
USH2A	4.88	3	0	0	0.95	0.89	1.23	0	1.24	0.05	0.04	0
ZPBP	7.91	20.79	0	0	0	0	0	0	0	0	0	0
TG	33.13	29.08	0.69	1.35	73.03	21.96	0	0	1.91	0	1.27	0
ADAM28	11.85	23.09	4.5	2.89	0.48	0	0.61	0.44	0	0	0	0
BARX2	9.07	10.64	0.05	0.01	19	4.39	0	0	0	0	0	0
DCUN1D1	5.73	17.5	15.11	14	1	0	0	0	0	0.01	0	0
JADE2	18.59	21.11	31.88	20.02	13.53	4.26	0.35	0	0.18	3.96	0.09	0.92
ZIC2	4.19	5.83	0	0.09	0.81	0	0	0	0.41	1.2	0	0
LCP2	130.54	93.81	99.49	112.35	61.63	0	33.49	126.2	0.93	11.28	0.8	6.34
TRIT1	12.49	6.9	7.33	6.1	3.54	0.9	2.13	0.05	0.06	0	0.6	0.69
ADRB1	4.07	3.58	0.23	0.13	0	0	0	0	0	0.88	0	0.05
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
